config_name,config_id,domain,chunker,embedder,index,retriever,reranker,repacker,summarizer,prompt,generator,n,n_scored,relevance,utilization,completeness,adherence,scoring
grounded_pooled_ctop3_compress_lex.yaml,fixed|minilm|faiss|dense|none|reverse|lexical|grounded_complete|ollama,GenKnowledge,fixed,minilm,faiss,dense,none,reverse,lexical,grounded_complete,ollama,50,50,0.5957705627705628,0.3754047619047619,0.5042222222222222,0.38,done
