config_name,config_id,domain,chunker,embedder,index,retriever,reranker,repacker,summarizer,prompt,generator,n,n_scored,relevance,utilization,completeness,adherence,scoring
grounded_pooled_bge_rerank.yaml,fixed|minilm|faiss|dense|bge_large|reverse|none|grounded|ollama,GenKnowledge,fixed,minilm,faiss,dense,bge_large,reverse,none,grounded,ollama,50,50,0.3138332251563149,0.09133508608860652,0.3132542927832402,0.58,done
grounded_pooled_bge_rerank.yaml,fixed|minilm|faiss|dense|bge_large|reverse|none|grounded|ollama,CustomerSupport,fixed,minilm,faiss,dense,bge_large,reverse,none,grounded,ollama,50,50,0.23403580774945723,0.07452968724696515,0.17398809523809525,0.48,done
