config_name,config_id,domain,chunker,embedder,index,retriever,reranker,repacker,prompt,generator,n,n_scored,relevance,utilization,completeness,adherence,scoring
grounded_pooled_pgc_mxbai.yaml,pgc|sentence_transformer|faiss|dense|none|reverse|grounded|ollama,GenKnowledge,pgc,sentence_transformer,faiss,dense,none,reverse,grounded,ollama,50,49,0.3086761334662838,0.1292173272413501,0.3448655652737285,0.5306122448979592,done
grounded_pooled_pgc_mxbai.yaml,pgc|sentence_transformer|faiss|dense|none|reverse|grounded|ollama,CustomerSupport,pgc,sentence_transformer,faiss,dense,none,reverse,grounded,ollama,50,50,0.3668876828109222,0.14916448690655945,0.22463492063492063,0.56,done
