config_name,config_id,domain,chunker,embedder,index,retriever,reranker,repacker,prompt,generator,n,n_scored,relevance,utilization,completeness,adherence,scoring
grounded_pooled_semantic_abs.yaml,semantic|minilm|faiss|dense|none|reverse|grounded|ollama,GenKnowledge,semantic,minilm,faiss,dense,none,reverse,grounded,ollama,50,50,0.583036408036408,0.22405072705072704,0.42038095238095236,0.52,done
grounded_pooled_semantic_abs.yaml,semantic|minilm|faiss|dense|none|reverse|grounded|ollama,CustomerSupport,semantic,minilm,faiss,dense,none,reverse,grounded,ollama,50,50,0.5870671784355995,0.22227153840311736,0.2296794871794872,0.4,done
