config_name,config_id,domain,chunker,embedder,index,retriever,reranker,repacker,prompt,generator,n,n_scored,relevance,utilization,completeness,adherence,scoring
grounded_pooled_complete.yaml,fixed|minilm|faiss|dense|none|reverse|grounded_complete|ollama,GenKnowledge,fixed,minilm,faiss,dense,none,reverse,grounded_complete,ollama,50,49,0.32160330205850934,0.18669640816572586,0.41780917495203207,0.5306122448979592,done
grounded_pooled_complete.yaml,fixed|minilm|faiss|dense|none|reverse|grounded_complete|ollama,CustomerSupport,fixed,minilm,faiss,dense,none,reverse,grounded_complete,ollama,50,50,0.23108400129930862,0.11535734123121805,0.2486516138215722,0.54,done
