config_name,config_id,domain,chunker,embedder,index,retriever,reranker,repacker,prompt,generator,n,n_scored,relevance,utilization,completeness,adherence,scoring
grounded_pooled_hybrid_dense_heavy.yaml,fixed|minilm|faiss|hybrid|none|reverse|grounded|ollama,GenKnowledge,fixed,minilm,faiss,hybrid,none,reverse,grounded,ollama,50,49,0.27985889782448825,0.08867120786758664,0.3004476249374209,0.4489795918367347,done
grounded_pooled_hybrid_dense_heavy.yaml,fixed|minilm|faiss|hybrid|none|reverse|grounded|ollama,CustomerSupport,fixed,minilm,faiss,hybrid,none,reverse,grounded,ollama,50,49,0.17822472093242459,0.04490887834032412,0.11235230934479054,0.5306122448979592,done
