config_name,config_id,domain,chunker,embedder,index,retriever,reranker,repacker,prompt,generator,n,n_scored,relevance,utilization,completeness,adherence,scoring
grounded_pooled_chunk128.yaml,fixed|minilm|faiss|dense|none|reverse|grounded|ollama,GenKnowledge,fixed,minilm,faiss,dense,none,reverse,grounded,ollama,50,50,0.3219197310114492,0.10576855586220912,0.28248202614379087,0.46,done
grounded_pooled_chunk128.yaml,fixed|minilm|faiss|dense|none|reverse|grounded|ollama,CustomerSupport,fixed,minilm,faiss,dense,none,reverse,grounded,ollama,50,50,0.3152503034341479,0.0838043253588489,0.17863724685276408,0.44,done
