config_name,config_id,domain,chunker,embedder,index,retriever,reranker,repacker,summarizer,prompt,generator,n,n_scored,relevance,utilization,completeness,adherence,scoring
grounded_pooled_pgc_fewshot.yaml,pgc|minilm|faiss|dense|none|reverse|none|grounded_fewshot|ollama,CustomerSupport,pgc,minilm,faiss,dense,none,reverse,none,grounded_fewshot,ollama,50,50,0.34934008856192916,0.19659332503394744,0.34795238095238096,0.48,done
