config_name,config_id,domain,chunker,embedder,index,retriever,reranker,repacker,summarizer,prompt,generator,n,n_scored,relevance,utilization,completeness,adherence,scoring
grounded_pooled_ctop3_compress_emb.yaml,fixed|minilm|faiss|dense|none|reverse|extractive_embedding|grounded_complete|ollama,GenKnowledge,fixed,minilm,faiss,dense,none,reverse,extractive_embedding,grounded_complete,ollama,50,49,0.5609741732190712,0.3792693700856966,0.5788806431663575,0.5306122448979592,done
