config_name,config_id,domain,chunker,embedder,index,retriever,reranker,repacker,summarizer,prompt,generator,n,n_scored,relevance,utilization,completeness,adherence,scoring
grounded_pooled_complete_top3_gemma.yaml,fixed|minilm|faiss|dense|none|reverse|none|grounded_complete|ollama,GenKnowledge,fixed,minilm,faiss,dense,none,reverse,none,grounded_complete,ollama,50,50,0.37269481446456465,0.1984103047794998,0.40717460317460313,0.48,done
